sentiment,Tweet
positive,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat
positive,@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!
positive,@USAirways thanks.
positive,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!"
positive,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.
positive,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
positive,@SouthwestAir Congratulations!
positive,@AmericanAir @contactcej thanks!
positive,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!"
positive,"Despite Mother Nature's best efforts, @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms."
positive,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!
positive,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha"
positive,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!
positive,@JetBlue 's free wifi on board is the best thing that's happened since sliced bread
positive,@united Bag was finally delivered and intact. Thanks for your assistance.
positive,@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer
positive,@VirginAmerica always!!! Xoxo
positive,"@AmericanAir @USAirways Statement wasn't sent yesterday like Jeanine said. After I even called last night as well. Again, excellent service"
positive,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG"
positive,@united I am - thank you!
positive,@SouthwestAir just sent another 4 drink coupons....I think I have over 30 coupons now. free drinks anyone?
positive,@united thank you for following up!
positive,@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-
positive,"@JetBlue but thank you! Love, an anxious flyer."
positive,@SouthwestAir LUVed the SJC gate 23 agent this am who boarded flight 372 to DAL. Didn't get his name. He represents your brand so well.
positive,@JetBlue thanks for answering my questions!
positive,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf
positive,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future"""
positive,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz
positive,@SouthwestAir A wonderfully nice agent in Austin helped us out. Wish I remembered her name to give proper kudos.
positive,@united Thank You
positive,@SouthwestAir Thank you for the tip!
positive,@SouthwestAir oh my god thank you so much!!! I just sent you a DM
positive,@AmericanAir thank you so much that helps a lot.
positive,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies."""
positive,@USAirways Oh well. I'll get to Cancun eventually.
positive,@AmericanAir thank you!
positive,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes."
positive,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive"
positive,@AmericanAir my boss is :)
positive,@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!
positive,@united good fly!! #United #businessFirst
positive,@JetBlue thank you!!
positive,@SouthwestAir I'll have to drop by next time I visit!
positive,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
positive,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!
positive,@JetBlue flight 117. proud to fly Jet Blue!
positive,@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.
positive,@AmericanAir thanks
positive,@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove
positive,@AmericanAir the folks at the Executive Platinum desk are great pros.  They understand my displeasure with change fees and switch to SW.
positive,@USAirways thank you! I will be calling you! #CheapOairChat
positive,@SouthwestAir your employees at BWI have been amazing!
positive,"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling."
positive,@JetBlue it's only because I'm wearing #TrueBlueColors!
positive,@southwestair#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm
positive,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?
positive,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care
positive,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)"
positive,"@JetBlue be flying soon to NYC on your airline, of all airlines I've flown you're still #1 to me 😊😊😊✈️✈️✈️"
positive,"@SouthwestAir allows you to change a flight once for no fee, yay! I will always book flights with them. @AmericanAir changes you $200"
positive,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember
positive,@SouthwestAir THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG
positive,@JetBlue word thanks
positive,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!
positive,@AmericanAir No worries at all. Y’all have a good one!!
positive,@JetBlue u the real MVP http://t.co/jWL26G6lRw
positive,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
positive,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!"
positive,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.
positive,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)"
positive,@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3
positive,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR
positive,“@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏
positive,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!
positive,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt
positive,"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW"
positive,@JetBlue And we are glad to see what is going on and fix! @ProfessorpaUL15: please DM me your confirmation # so we can check.
positive,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy
positive,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49
positive,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.
positive,@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior
positive,@USAirways thank you very much.
positive,@VirginAmerica Thank you!!
positive,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃"
positive,@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.
positive,“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.
positive,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!
positive,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN
positive,@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;)
positive,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom
positive,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
positive,@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx
positive,"@AmericanAir Yep, was in one of my other camera memory card :D"
positive,@united Was able to send the DM. All good now.
positive,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
positive,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat
positive,@USAirways - done :)
positive,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8
positive,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f
positive,@SouthwestAir sure thing
positive,.@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.
positive,@USAirways I appreciate your prompt response.
positive,@SouthwestAir got it taken care of! thank you &lt;3
positive,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up
positive,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.
positive,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.
positive,@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :)
positive,@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.
positive,@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS
positive,@SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy
positive,@united Thanks!
positive,@JetBlue great will do once I land in JFK
positive,"@AmericanAir Great, thanks. Followed."
positive,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV
positive,@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.
positive,@SouthwestAir thanks for your assistance..you guys ROCK!!💯
positive,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!
positive,@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU
positive,@JetBlue loving the free #wifi and #legroom ✈️ #SeattleBound
positive,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj"
positive,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.
positive,"@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion."
positive,.@USAirways thanks!
positive,@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE
positive,@united thanks for the help. Wish the phone reps could be so accomidating
positive,@united thank you
positive,"@USAirways 
Good news, we got fixed."
positive,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
positive,@SouthwestAir Flight 1700. (PHX TO LAX) Wheels stop.  Glad to be home!  Thanks to the professionals both up front and in the cabin!!!
positive,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!
positive,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group
positive,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.
positive,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!
positive,@JetBlue I'll pass along the advice. You guys rock!!
positive,"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again."
positive,@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :)
positive,"@USAirways okay, great. Thank you!"
positive,Hey @united you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!
positive,@JetBlue oh. And thank you for responding
positive,@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.
positive,"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek"
positive,@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-)
positive,"Hey @JetBlue, that's a sexy tattoo you got there on your left engine. #Jetbae http://t.co/Ox4w6KtsGI"
positive,@JetBlue thanks for getting me to Orlando early #happiness
positive,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!
positive,@SouthwestAir Thank you! I can't wait either :)
positive,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
positive,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.
positive,@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!
positive,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!
positive,@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont)
positive,@united stellar customer service. You have earned my business by your attention to detail.
positive,@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S
positive,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
positive,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
positive,@USAirways thanks :)
positive,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
positive,@JetBlue I only fly Jet Blue
positive,Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!
positive,@united thank you! Love united!! Have 4 flights today!
positive,@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight
positive,@SouthwestAir It's all good. Thanks!
positive,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9"
positive,@AmericanAir Thanks :-) Good to be back safely. See you again soon!
positive,"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai"
positive,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
positive,@AmericanAir awesome. Thanks!
positive,@AmericanAir yes I have. Thanks
positive,@united that would be great
positive,@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.
positive,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.
positive,@JetBlue - looking forward to it when we finally take off.
positive,@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING
positive,@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :)
positive,"@united we got it, thanks."
positive,@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome
positive,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.
positive,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday
positive,@SouthwestAir thank you. Great customer service so far. Accidents happen I understand. Hopefully everything works out.
positive,"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter."
positive,@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3
positive,"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome."
positive,@SouthwestAir thanks for getting me back to Nashville. Big thanks to the pilots on the 6:15 out of Baltimore. Flying in snow landing on ice.
positive,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY"
positive,@JetBlue Thank you. Fingers crossed.
positive,@JetBlue thanks for the quick response! Fingers crossed the plane gets here then
positive,@VirginAmerica sounds like fun !
positive,@USAirways HA!  You're fun.
positive,@JetBlue Awesome! Thank you! ;)
positive,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_
positive,"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines"
positive,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
positive,@JetBlue love it as always!
positive,@united it's kinda funny. No worries.
positive,@united thanks for making sure they hear the message!
positive,@SouthwestAir I got it added thank you! :)
positive,@USAirways 1899. Thanks
positive,@JetBlue this is lovely!
positive,@JetBlue I did see that! Working on picking up a trip or two as we type.
positive,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊
positive,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
positive,@SouthwestAir yes. Thank you. Oct 25-oct 31
positive,"@united thanks, keep up the good work"
positive,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!"
positive,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
positive,@AmericanAir wow that's helpful.
positive,@VirginAmerica Keep up the great work :)
positive,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable
positive,@AmericanAir Thank you! You will see me :)
positive,"@AmericanAir yes yes yes,so glad to be headed home!"
positive,@VirginAmerica great. Well deserved.
positive,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails"
positive,@USAirways I will. Thank you for at least tweeting me back:) better than most. 👌
positive,"@united Okay, thank you for your help :)"
positive,@united will do. Thanks for the help. Cheers
positive,@SouthwestAir I want one!
positive,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue"
positive,@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.
positive,@united finally got through and they were very helpful. Appreciate it!
positive,"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year."
positive,.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!
positive,"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !"
positive,@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺
positive,@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you
positive,@JetBlue ready to go to Disneyworld!  For the @runDisney #PrincessHalf http://t.co/sTQY9V8256
positive,@united No thanks.  Took care of it when I called
positive,@AmericanAir thanks for the show! 👍
positive,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!
positive,@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!
positive,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!"
positive,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...
positive,"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks."
positive,@AmericanAir first ride on new 737-800 with new interior and in seat video. Nice improvement! #Newplanesmell http://t.co/dJJjN9sLHT
positive,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
positive,@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!
positive,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed."
positive,@SouthwestAir yeehaw. You found us another plane.  Thx for listening to me vent.
positive,@united I left my comment with customer care. Thanks for contacting me.
positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
positive,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks..."
positive,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
positive,@SouthwestAir I will say that your customer service has consistently been the very best!!!
positive,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.
positive,@united bummer but thank you for the quick response
positive,@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks
positive,"@USAirways awesome! And yes, @UpInAirClaire is!"
positive,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef
positive,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!
positive,Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”
positive,So appreciated! @united
positive,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
positive,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk
positive,"@AmericanAir Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD"
positive,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!
positive,I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙
positive,"@united thanks, that would be awesome."
positive,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
positive,@USAirways On re-accommodation number Lisa (Liza?) in Raleigh was very helpful
positive,@united did I win :)
positive,@AmericanAir got another flight. Thanks you
positive,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews
positive,@JetBlue Awesome! #bestairlineever
positive,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney
positive,"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH"
positive,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.
positive,@JetBlue where's my selfie?
positive,@JetBlue TA off site at #thelodge. Should be a fun day. @YeniettElswood @AndrewBiga @CodyCleverly @HeidiMacey @motherpollock
positive,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far
positive,@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!
positive,@SouthwestAir thank you!
positive,@AmericanAir everything for sorted out. Thanks for the help. Excited to get home tonight!
positive,@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
positive,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
positive,"@united Very good flight, thank you!"
positive,"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS"
positive,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!
positive,@SouthwestAir have sent you a DM with the details. Thanks!
positive,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks
positive,"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class."
positive,@SouthwestAir thanks for the follow up.  I appreciate it.
positive,@AmericanAir I wish I could remember all of their names!
positive,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏
positive,@VirginAmerica Like http://t.co/VPqEm31XUQ
positive,@jetblue thanks
positive,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses."
positive,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!
positive,@SouthwestAir About time...and just in time for my next flight Thursday.
positive,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD
positive,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI"
positive,"@united done just now, thanks."
positive,@SouthwestAir this would be an awesome experience #DestinationDragons
positive,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE
positive,@SouthwestAir so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️
positive,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
positive,@AmericanAir Thank you so much.
positive,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue
positive,@USAirways thank you for refunding me on my baggage ! really appreciate it
positive,@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!
positive,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.
positive,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU"
positive,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome
positive,@VirginAmerica got it. All set - Thanks!
positive,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever
positive,"@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos."
positive,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!
positive,@AmericanAir Always enjoy my time. Now on the plane to DFW!
positive,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0
positive,@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this
positive,@AmericanAir Thank you for the response. Much appreciated!
positive,@SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines
positive,@JetBlue @NinaDavuluri 😃cool
positive,@JetBlue thanks for a speedy flight time recovery.
positive,@united give her the recognition she deserves!
positive,@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.
positive,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky
positive,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉
positive,@JetBlue of course !!!!
positive,"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come"
positive,@united No problem just follow me back so I can! Thank you!
positive,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam"
positive,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!
positive,@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.
positive,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing
positive,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
positive,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines
positive,@SouthwestAir thanks for the info and the quick response!
positive,@SouthwestAir always when I fly SW. #loyalRRmember
positive,@AmericanAir thanks!!
positive,@AmericanAir Thanks!
positive,"@USAirways great, thank you!"
positive,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”"
positive,@VirginAmerica How about some free drinks on the flight back for the free promo?
positive,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!
positive,@VirginAmerica @SSal thanks!
positive,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏
positive,@united thanks
positive,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ
positive,@AmericanAir Thanks so much!
positive,"@united thx off the response, finally got through the 45 min wait and talked to someone."
positive,"@united Ill check it out, appreciate the response, regardless."
positive,@SouthwestAir @love_dragonss LAUREN IM SCREAMING
positive,@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J
positive,@VirginAmerica you will match my #AmericanAirlines status? Cool!
positive,@USAirways 603 &amp; 2705 DFW to PSP thank you!
positive,@JetBlue Thank you!
positive,"@JetBlue lmfao, i love it"
positive,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa"
positive,"@AmericanAir great, thanks!"
positive,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.
positive,@AmericanAir  thanks hoping that by wed I can get back to DFW
positive,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!
positive,@AmericanAir awesome. Thanks!
positive,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;
positive,"@JetBlue I like "" Follow @JetBlue """
